#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  1289.0           4.7442E+00              4.7442E+00
  1290.0           4.7447E+00              4.7447E+00
  1291.0           4.7453E+00              4.7453E+00
  1292.0           4.7458E+00              4.7458E+00
  1293.0           4.7464E+00              4.7464E+00
  1294.0           4.7470E+00              4.7470E+00
  1295.0           4.7475E+00              4.7475E+00
  1296.0           4.7481E+00              4.7481E+00
  1297.0           4.7486E+00              4.7486E+00
  1298.0           4.7492E+00              4.7492E+00
  1299.0           4.7498E+00              4.7498E+00
  1300.0           4.7503E+00              4.7503E+00
  1301.0           4.7509E+00              4.7509E+00
  1302.0           4.7514E+00              4.7514E+00
  1303.0           4.7520E+00              4.7520E+00
  1304.0           4.7526E+00              4.7525E+00
  1305.0           4.7531E+00              4.7531E+00
  1306.0           4.7537E+00              4.7537E+00
  1307.0           4.7542E+00              4.7542E+00
  1308.0           4.7548E+00              4.7548E+00
  1309.0           4.7553E+00              4.7553E+00
  1310.0           4.7559E+00              4.7559E+00
  1311.0           4.7565E+00              4.7565E+00
  1312.0           4.7570E+00              4.7570E+00
  1313.0           4.7576E+00              4.7576E+00
  1314.0           4.7581E+00              4.7581E+00
  1315.0           4.7587E+00              4.7587E+00
  1316.0           4.7592E+00              4.7592E+00
  1317.0           4.7598E+00              4.7598E+00
  1318.0           4.7604E+00              4.7604E+00
  1319.0           4.7609E+00              4.7609E+00
  1320.0           4.7615E+00              4.7615E+00
  1321.0           4.7620E+00              4.7620E+00
  1322.0           4.7626E+00              4.7626E+00
  1323.0           4.7631E+00              4.7631E+00
  1324.0           4.7637E+00              4.7637E+00
  1325.0           4.7643E+00              4.7643E+00
  1326.0           4.7648E+00              4.7648E+00
  1327.0           4.7654E+00              4.7654E+00
  1328.0           4.7659E+00              4.7659E+00
  1329.0           4.7665E+00              4.7665E+00
  1330.0           4.7670E+00              4.7670E+00
  1331.0           4.7676E+00              4.7676E+00
  1332.0           4.7681E+00              4.7681E+00
  1333.0           4.7687E+00              4.7687E+00
  1334.0           4.7693E+00              4.7693E+00
  1335.0           4.7698E+00              4.7698E+00
  1336.0           4.7704E+00              4.7704E+00
  1337.0           4.7709E+00              4.7709E+00
  1338.0           4.7715E+00              4.7715E+00
  1339.0           4.7720E+00              4.7720E+00
  1340.0           4.7726E+00              4.7726E+00
  1341.0           4.7731E+00              4.7731E+00
  1342.0           4.7737E+00              4.7737E+00
  1343.0           4.7742E+00              4.7742E+00
  1344.0           4.7748E+00              4.7748E+00
  1345.0           4.7753E+00              4.7753E+00
  1346.0           4.7759E+00              4.7759E+00
  1347.0           4.7765E+00              4.7765E+00
  1348.0           4.7770E+00              4.7770E+00
  1349.0           4.7776E+00              4.7776E+00
  1350.0           4.7781E+00              4.7781E+00
  1351.0           4.7787E+00              4.7787E+00
  1352.0           4.7792E+00              4.7792E+00
  1353.0           4.7798E+00              4.7798E+00
  1354.0           4.7803E+00              4.7803E+00
  1355.0           4.7809E+00              4.7809E+00
  1356.0           4.7814E+00              4.7814E+00
  1357.0           4.7820E+00              4.7820E+00
  1358.0           4.7825E+00              4.7825E+00
  1359.0           4.7831E+00              4.7831E+00
  1360.0           4.7836E+00              4.7836E+00
  1361.0           4.7842E+00              4.7842E+00
  1362.0           4.7847E+00              4.7847E+00
  1363.0           4.7853E+00              4.7853E+00
  1364.0           4.7858E+00              4.7858E+00
  1365.0           4.7864E+00              4.7864E+00
  1366.0           4.7869E+00              4.7869E+00
  1367.0           4.7875E+00              4.7875E+00
  1368.0           4.7881E+00              4.7881E+00
  1369.0           4.7886E+00              4.7886E+00
  1370.0           4.7892E+00              4.7892E+00
  1371.0           4.7897E+00              4.7897E+00
  1372.0           4.7903E+00              4.7903E+00
  1373.0           4.7908E+00              4.7908E+00
  1374.0           4.7914E+00              4.7914E+00
  1375.0           4.7919E+00              4.7919E+00
  1376.0           4.7925E+00              4.7925E+00
  1377.0           4.7930E+00              4.7930E+00
  1378.0           4.7936E+00              4.7936E+00
  1379.0           4.7941E+00              4.7941E+00
  1380.0           4.7947E+00              4.7947E+00
  1381.0           4.7952E+00              4.7952E+00
  1382.0           4.7958E+00              4.7958E+00
  1383.0           4.7963E+00              4.7963E+00
  1384.0           4.7969E+00              4.7969E+00
  1385.0           4.7974E+00              4.7974E+00
  1386.0           4.7980E+00              4.7980E+00
  1387.0           4.7985E+00              4.7985E+00
  1388.0           4.7991E+00              4.7990E+00
  1389.0           4.7996E+00              4.7996E+00
  1390.0           4.8001E+00              4.8001E+00
  1391.0           4.8007E+00              4.8007E+00
  1392.0           4.8013E+00              4.8013E+00
  1393.0           4.8018E+00              4.8018E+00
  1394.0           4.8023E+00              4.8023E+00
  1395.0           4.8029E+00              4.8029E+00
  1396.0           4.8034E+00              4.8034E+00
  1397.0           4.8040E+00              4.8040E+00
  1398.0           4.8045E+00              4.8045E+00
  1399.0           4.8051E+00              4.8051E+00
  1400.0           4.8056E+00              4.8056E+00
  1401.0           4.8062E+00              4.8062E+00
  1402.0           4.8067E+00              4.8067E+00
  1403.0           4.8073E+00              4.8073E+00
  1404.0           4.8078E+00              4.8078E+00
  1405.0           4.8084E+00              4.8084E+00
  1406.0           4.8089E+00              4.8089E+00
  1407.0           4.8095E+00              4.8095E+00
  1408.0           4.8100E+00              4.8100E+00
  1409.0           4.8106E+00              4.8106E+00
  1410.0           4.8111E+00              4.8111E+00
  1411.0           4.8116E+00              4.8116E+00
  1412.0           4.8122E+00              4.8122E+00
  1413.0           4.8127E+00              4.8127E+00
  1414.0           4.8133E+00              4.8133E+00
  1415.0           4.8138E+00              4.8138E+00
  1416.0           4.8144E+00              4.8144E+00
  1417.0           4.8149E+00              4.8149E+00
  1418.0           4.8155E+00              4.8155E+00
  1419.0           4.8160E+00              4.8160E+00
  1420.0           4.8166E+00              4.8166E+00
  1421.0           4.8171E+00              4.8171E+00
  1422.0           4.8177E+00              4.8176E+00
  1423.0           4.8182E+00              4.8182E+00
  1424.0           4.8187E+00              4.8187E+00
  1425.0           4.8193E+00              4.8193E+00
  1426.0           4.8198E+00              4.8198E+00
  1427.0           4.8204E+00              4.8204E+00
  1428.0           4.8209E+00              4.8209E+00
  1429.0           4.8215E+00              4.8215E+00
  1430.0           4.8220E+00              4.8220E+00
  1431.0           4.8226E+00              4.8226E+00
  1432.0           4.8231E+00              4.8231E+00
  1433.0           4.8236E+00              4.8236E+00
  1434.0           4.8242E+00              4.8242E+00
  1435.0           4.8247E+00              4.8247E+00
  1436.0           4.8253E+00              4.8253E+00
  1437.0           4.8258E+00              4.8258E+00
  1438.0           4.8264E+00              4.8264E+00
  1439.0           4.8269E+00              4.8269E+00
  1440.0           4.8274E+00              4.8274E+00
  1441.0           4.8280E+00              4.8280E+00
  1442.0           4.8285E+00              4.8285E+00
  1443.0           4.8291E+00              4.8291E+00
  1444.0           4.8296E+00              4.8296E+00
  1445.0           4.8302E+00              4.8302E+00
  1446.0           4.8307E+00              4.8307E+00
  1447.0           4.8313E+00              4.8313E+00
  1448.0           4.8318E+00              4.8318E+00
  1449.0           4.8323E+00              4.8323E+00
  1450.0           4.8329E+00              4.8329E+00
  1451.0           4.8334E+00              4.8334E+00
  1452.0           4.8340E+00              4.8340E+00
  1453.0           4.8345E+00              4.8345E+00
  1454.0           4.8351E+00              4.8351E+00
  1455.0           4.8356E+00              4.8356E+00
  1456.0           4.8361E+00              4.8361E+00
  1457.0           4.8367E+00              4.8367E+00
  1458.0           4.8372E+00              4.8372E+00
  1459.0           4.8378E+00              4.8378E+00
  1460.0           4.8383E+00              4.8383E+00
  1461.0           4.8389E+00              4.8389E+00
  1462.0           4.8394E+00              4.8394E+00
  1463.0           4.8399E+00              4.8399E+00
  1464.0           4.8405E+00              4.8405E+00
  1465.0           4.8410E+00              4.8410E+00
  1466.0           4.8416E+00              4.8416E+00
  1467.0           4.8421E+00              4.8421E+00
  1468.0           4.8426E+00              4.8426E+00
  1469.0           4.8432E+00              4.8432E+00
  1470.0           4.8437E+00              4.8437E+00
  1471.0           4.8443E+00              4.8443E+00
  1472.0           4.8448E+00              4.8448E+00
  1473.0           4.8453E+00              4.8453E+00
  1474.0           4.8459E+00              4.8459E+00
  1475.0           4.8464E+00              4.8464E+00
  1476.0           4.8470E+00              4.8470E+00
  1477.0           4.8475E+00              4.8475E+00
  1478.0           4.8480E+00              4.8480E+00
  1479.0           4.8486E+00              4.8486E+00
  1480.0           4.8491E+00              4.8491E+00
  1481.0           4.8497E+00              4.8497E+00
  1482.0           4.8502E+00              4.8502E+00
  1483.0           4.8507E+00              4.8507E+00
  1484.0           4.8513E+00              4.8513E+00
  1485.0           4.8518E+00              4.8518E+00
  1486.0           4.8524E+00              4.8524E+00
  1487.0           4.8529E+00              4.8529E+00
  1488.0           4.8534E+00              4.8534E+00
  1489.0           4.8540E+00              4.8540E+00
  1490.0           4.8545E+00              4.8545E+00
  1491.0           4.8551E+00              4.8551E+00
  1492.0           4.8556E+00              4.8556E+00
  1493.0           4.8561E+00              4.8561E+00
  1494.0           4.8567E+00              4.8567E+00
  1495.0           4.8572E+00              4.8572E+00
  1496.0           4.8578E+00              4.8577E+00
  1497.0           4.8583E+00              4.8583E+00
  1498.0           4.8588E+00              4.8588E+00
  1499.0           4.8594E+00              4.8594E+00
  1500.0           4.8599E+00              4.8599E+00
  1501.0           4.8604E+00              4.8604E+00
  1502.0           4.8610E+00              4.8610E+00
  1503.0           4.8615E+00              4.8615E+00
  1504.0           4.8621E+00              4.8621E+00
  1505.0           4.8626E+00              4.8626E+00
  1506.0           4.8631E+00              4.8631E+00
  1507.0           4.8637E+00              4.8637E+00
  1508.0           4.8642E+00              4.8642E+00
  1509.0           4.8647E+00              4.8647E+00
  1510.0           4.8653E+00              4.8653E+00
  1511.0           4.8658E+00              4.8658E+00
  1512.0           4.8664E+00              4.8664E+00
  1513.0           4.8669E+00              4.8669E+00
  1514.0           4.8674E+00              4.8674E+00
  1515.0           4.8680E+00              4.8680E+00
  1516.0           4.8685E+00              4.8685E+00
  1517.0           4.8690E+00              4.8690E+00
  1518.0           4.8696E+00              4.8696E+00
  1519.0           4.8701E+00              4.8701E+00
  1520.0           4.8707E+00              4.8707E+00
  1521.0           4.8712E+00              4.8712E+00
  1522.0           4.8717E+00              4.8717E+00
  1523.0           4.8723E+00              4.8723E+00
  1524.0           4.8728E+00              4.8728E+00
  1525.0           4.8733E+00              4.8733E+00
  1526.0           4.8739E+00              4.8739E+00
  1527.0           4.8744E+00              4.8744E+00
  1528.0           4.8749E+00              4.8749E+00
  1529.0           4.8755E+00              4.8755E+00
  1530.0           4.8760E+00              4.8760E+00
  1531.0           4.8766E+00              4.8766E+00
  1532.0           4.8771E+00              4.8771E+00
  1533.0           4.8776E+00              4.8776E+00
  1534.0           4.8782E+00              4.8782E+00
  1535.0           4.8787E+00              4.8787E+00
  1536.0           4.8792E+00              4.8792E+00
  1537.0           4.8798E+00              4.8798E+00
  1538.0           4.8803E+00              4.8803E+00
  1539.0           4.8808E+00              4.8808E+00
  1540.0           4.8814E+00              4.8814E+00
  1541.0           4.8819E+00              4.8819E+00
  1542.0           4.8824E+00              4.8824E+00
  1543.0           4.8830E+00              4.8830E+00
  1544.0           4.8835E+00              4.8835E+00
  1545.0           4.8841E+00              4.8841E+00
  1546.0           4.8846E+00              4.8846E+00
  1547.0           4.8851E+00              4.8851E+00
  1548.0           4.8857E+00              4.8857E+00
  1549.0           4.8862E+00              4.8862E+00
  1550.0           4.8867E+00              4.8867E+00
  1551.0           4.8873E+00              4.8873E+00
  1552.0           4.8878E+00              4.8878E+00
  1553.0           4.8883E+00              4.8883E+00
  1554.0           4.8889E+00              4.8889E+00
  1555.0           4.8894E+00              4.8894E+00
  1556.0           4.8899E+00              4.8899E+00
  1557.0           4.8905E+00              4.8905E+00
  1558.0           4.8910E+00              4.8910E+00
  1559.0           4.8915E+00              4.8915E+00
  1560.0           4.8921E+00              4.8921E+00
  1561.0           4.8926E+00              4.8926E+00
  1562.0           4.8931E+00              4.8931E+00
  1563.0           4.8937E+00              4.8937E+00
  1564.0           4.8942E+00              4.8942E+00
  1565.0           4.8947E+00              4.8947E+00
  1566.0           4.8953E+00              4.8953E+00
  1567.0           4.8958E+00              4.8958E+00
  1568.0           4.8963E+00              4.8963E+00
  1569.0           4.8969E+00              4.8969E+00
  1570.0           4.8974E+00              4.8974E+00
  1571.0           4.8979E+00              4.8979E+00
  1572.0           4.8985E+00              4.8985E+00
  1573.0           4.8990E+00              4.8990E+00
  1574.0           4.8995E+00              4.8995E+00
  1575.0           4.9001E+00              4.9001E+00
  1576.0           4.9006E+00              4.9006E+00
  1577.0           4.9011E+00              4.9011E+00
  1578.0           4.9017E+00              4.9017E+00
  1579.0           4.9022E+00              4.9022E+00
  1580.0           4.9027E+00              4.9027E+00
  1581.0           4.9033E+00              4.9033E+00
  1582.0           4.9038E+00              4.9038E+00
  1583.0           4.9043E+00              4.9043E+00
  1584.0           4.9049E+00              4.9049E+00
  1585.0           4.9054E+00              4.9054E+00
  1586.0           4.9059E+00              4.9059E+00
  1587.0           4.9065E+00              4.9065E+00
  1588.0           4.9070E+00              4.9070E+00
  1589.0           4.9075E+00              4.9075E+00
  1590.0           4.9081E+00              4.9081E+00
  1591.0           4.9086E+00              4.9086E+00
  1592.0           4.9091E+00              4.9091E+00
  1593.0           4.9097E+00              4.9097E+00
  1594.0           4.9102E+00              4.9102E+00
  1595.0           4.9107E+00              4.9107E+00
  1596.0           4.9112E+00              4.9112E+00
  1597.0           4.9118E+00              4.9118E+00
  1598.0           4.9123E+00              4.9123E+00
  1599.0           4.9128E+00              4.9128E+00
  1600.0           4.9134E+00              4.9134E+00
  1601.0           4.9139E+00              4.9139E+00
  1602.0           4.9144E+00              4.9144E+00
  1603.0           4.9150E+00              4.9150E+00
  1604.0           4.9155E+00              4.9155E+00
  1605.0           4.9160E+00              4.9160E+00
  1606.0           4.9166E+00              4.9166E+00
  1607.0           4.9171E+00              4.9171E+00
  1608.0           4.9176E+00              4.9176E+00
  1609.0           4.9182E+00              4.9182E+00
  1610.0           4.9187E+00              4.9187E+00
  1611.0           4.9192E+00              4.9192E+00
  1612.0           4.9197E+00              4.9197E+00
  1613.0           4.9203E+00              4.9203E+00
  1614.0           4.9208E+00              4.9208E+00
  1615.0           4.9213E+00              4.9213E+00
  1616.0           4.9219E+00              4.9219E+00
  1617.0           4.9224E+00              4.9224E+00
  1618.0           4.9229E+00              4.9229E+00
  1619.0           4.9235E+00              4.9235E+00
  1620.0           4.9240E+00              4.9240E+00
  1621.0           4.9245E+00              4.9245E+00
  1622.0           4.9250E+00              4.9250E+00
  1623.0           4.9256E+00              4.9256E+00
  1624.0           4.9261E+00              4.9261E+00
  1625.0           4.9266E+00              4.9266E+00
  1626.0           4.9272E+00              4.9272E+00
  1627.0           4.9277E+00              4.9277E+00
  1628.0           4.9282E+00              4.9282E+00
  1629.0           4.9288E+00              4.9287E+00
  1630.0           4.9293E+00              4.9293E+00
  1631.0           4.9298E+00              4.9298E+00
  1632.0           4.9303E+00              4.9303E+00
  1633.0           4.9309E+00              4.9309E+00
  1634.0           4.9314E+00              4.9314E+00
  1635.0           4.9319E+00              4.9319E+00
  1636.0           4.9325E+00              4.9325E+00
  1637.0           4.9330E+00              4.9330E+00
  1638.0           4.9335E+00              4.9335E+00
  1639.0           4.9340E+00              4.9340E+00
  1640.0           4.9346E+00              4.9346E+00
  1641.0           4.9351E+00              4.9351E+00
  1642.0           4.9356E+00              4.9356E+00
  1643.0           4.9362E+00              4.9362E+00
  1644.0           4.9367E+00              4.9367E+00
  1645.0           4.9372E+00              4.9372E+00
  1646.0           4.9378E+00              4.9378E+00
  1647.0           4.9383E+00              4.9383E+00
  1648.0           4.9388E+00              4.9388E+00
  1649.0           4.9393E+00              4.9393E+00
  1650.0           4.9399E+00              4.9399E+00
  1651.0           4.9404E+00              4.9404E+00
  1652.0           4.9409E+00              4.9409E+00
  1653.0           4.9414E+00              4.9414E+00
  1654.0           4.9420E+00              4.9420E+00
  1655.0           4.9425E+00              4.9425E+00
  1656.0           4.9430E+00              4.9430E+00
  1657.0           4.9436E+00              4.9436E+00
  1658.0           4.9441E+00              4.9441E+00
  1659.0           4.9446E+00              4.9446E+00
  1660.0           4.9451E+00              4.9451E+00
  1661.0           4.9457E+00              4.9457E+00
  1662.0           4.9462E+00              4.9462E+00
  1663.0           4.9467E+00              4.9467E+00
  1664.0           4.9473E+00              4.9473E+00
  1665.0           4.9478E+00              4.9478E+00
  1666.0           4.9483E+00              4.9483E+00
  1667.0           4.9488E+00              4.9488E+00
  1668.0           4.9494E+00              4.9494E+00
  1669.0           4.9499E+00              4.9499E+00
  1670.0           4.9504E+00              4.9504E+00
  1671.0           4.9509E+00              4.9509E+00
  1672.0           4.9515E+00              4.9515E+00
  1673.0           4.9520E+00              4.9520E+00
  1674.0           4.9525E+00              4.9525E+00
  1675.0           4.9531E+00              4.9531E+00
  1676.0           4.9536E+00              4.9536E+00
  1677.0           4.9541E+00              4.9541E+00
  1678.0           4.9546E+00              4.9546E+00
  1679.0           4.9552E+00              4.9552E+00
  1680.0           4.9557E+00              4.9557E+00
  1681.0           4.9562E+00              4.9562E+00
  1682.0           4.9567E+00              4.9567E+00
  1683.0           4.9573E+00              4.9573E+00
  1684.0           4.9578E+00              4.9578E+00
  1685.0           4.9583E+00              4.9583E+00
  1686.0           4.9588E+00              4.9588E+00
  1687.0           4.9594E+00              4.9594E+00
  1688.0           4.9599E+00              4.9599E+00
  1689.0           4.9604E+00              4.9604E+00
  1690.0           4.9610E+00              4.9610E+00
  1691.0           4.9615E+00              4.9615E+00
  1692.0           4.9620E+00              4.9620E+00
  1693.0           4.9625E+00              4.9625E+00
  1694.0           4.9631E+00              4.9631E+00
  1695.0           4.9636E+00              4.9636E+00
  1696.0           4.9641E+00              4.9641E+00
  1697.0           4.9646E+00              4.9646E+00
  1698.0           4.9652E+00              4.9652E+00
  1699.0           4.9657E+00              4.9657E+00
  1700.0           4.9662E+00              4.9662E+00
  1701.0           4.9667E+00              4.9667E+00
  1702.0           4.9673E+00              4.9673E+00
  1703.0           4.9678E+00              4.9678E+00
  1704.0           4.9683E+00              4.9683E+00
  1705.0           4.9688E+00              4.9688E+00
  1706.0           4.9694E+00              4.9694E+00
  1707.0           4.9699E+00              4.9699E+00
  1708.0           4.9704E+00              4.9704E+00
  1709.0           4.9709E+00              4.9709E+00
  1710.0           4.9715E+00              4.9715E+00
  1711.0           4.9720E+00              4.9720E+00
  1712.0           4.9725E+00              4.9725E+00
  1713.0           4.9730E+00              4.9730E+00
  1714.0           4.9736E+00              4.9736E+00
  1715.0           4.9741E+00              4.9741E+00
  1716.0           4.9746E+00              4.9746E+00
  1717.0           4.9751E+00              4.9751E+00
  1718.0           4.9757E+00              4.9757E+00
  1719.0           4.9762E+00              4.9762E+00
  1720.0           4.9767E+00              4.9767E+00
  1721.0           4.9772E+00              4.9772E+00
  1722.0           4.9778E+00              4.9778E+00
  1723.0           4.9783E+00              4.9783E+00
  1724.0           4.9788E+00              4.9788E+00
  1725.0           4.9793E+00              4.9793E+00
  1726.0           4.9799E+00              4.9799E+00
  1727.0           4.9804E+00              4.9804E+00
  1728.0           4.9809E+00              4.9809E+00
  1729.0           4.9814E+00              4.9814E+00
  1730.0           4.9820E+00              4.9820E+00
  1731.0           4.9825E+00              4.9825E+00
  1732.0           4.9830E+00              4.9830E+00
  1733.0           4.9835E+00              4.9835E+00
  1734.0           4.9841E+00              4.9841E+00
  1735.0           4.9846E+00              4.9846E+00
  1736.0           4.9851E+00              4.9851E+00
  1737.0           4.9856E+00              4.9856E+00
  1738.0           4.9862E+00              4.9862E+00
  1739.0           4.9867E+00              4.9867E+00
  1740.0           4.9872E+00              4.9872E+00
  1741.0           4.9877E+00              4.9877E+00
  1742.0           4.9882E+00              4.9882E+00
  1743.0           4.9888E+00              4.9888E+00
  1744.0           4.9893E+00              4.9893E+00
  1745.0           4.9898E+00              4.9898E+00
  1746.0           4.9903E+00              4.9903E+00
  1747.0           4.9909E+00              4.9909E+00
  1748.0           4.9914E+00              4.9914E+00
  1749.0           4.9919E+00              4.9919E+00
  1750.0           4.9924E+00              4.9924E+00
  1751.0           4.9930E+00              4.9930E+00
  1752.0           4.9935E+00              4.9935E+00
  1753.0           4.9940E+00              4.9940E+00
  1754.0           4.9945E+00              4.9945E+00
  1755.0           4.9950E+00              4.9950E+00
  1756.0           4.9956E+00              4.9956E+00
  1757.0           4.9961E+00              4.9961E+00
  1758.0           4.9966E+00              4.9966E+00
  1759.0           4.9971E+00              4.9971E+00
  1760.0           4.9977E+00              4.9977E+00
  1761.0           4.9982E+00              4.9982E+00
  1762.0           4.9987E+00              4.9987E+00
  1763.0           4.9992E+00              4.9992E+00
  1764.0           4.9998E+00              4.9998E+00
  1765.0           5.0003E+00              5.0003E+00
  1766.0           5.0008E+00              5.0008E+00
  1767.0           5.0013E+00              5.0013E+00
  1768.0           5.0018E+00              5.0018E+00
  1769.0           5.0024E+00              5.0024E+00
  1770.0           5.0029E+00              5.0029E+00
  1771.0           5.0034E+00              5.0034E+00
  1772.0           5.0039E+00              5.0039E+00
  1773.0           5.0045E+00              5.0045E+00
  1774.0           5.0050E+00              5.0050E+00
  1775.0           5.0055E+00              5.0055E+00
  1776.0           5.0060E+00              5.0060E+00
  1777.0           5.0065E+00              5.0065E+00
  1778.0           5.0071E+00              5.0071E+00
  1779.0           5.0076E+00              5.0076E+00
  1780.0           5.0081E+00              5.0081E+00
  1781.0           5.0086E+00              5.0086E+00
  1782.0           5.0091E+00              5.0091E+00
  1783.0           5.0097E+00              5.0097E+00
  1784.0           5.0102E+00              5.0102E+00
  1785.0           5.0107E+00              5.0107E+00
  1786.0           5.0112E+00              5.0112E+00
  1787.0           5.0118E+00              5.0117E+00
  1788.0           5.0123E+00              5.0123E+00
  1789.0           5.0128E+00              5.0128E+00
  1790.0           5.0133E+00              5.0133E+00
  1791.0           5.0138E+00              5.0138E+00
  1792.0           5.0144E+00              5.0144E+00
  1793.0           5.0149E+00              5.0149E+00
  1794.0           5.0154E+00              5.0154E+00
  1795.0           5.0159E+00              5.0159E+00
  1796.0           5.0164E+00              5.0164E+00
  1797.0           5.0170E+00              5.0170E+00
  1798.0           5.0175E+00              5.0175E+00
  1799.0           5.0180E+00              5.0180E+00
  1800.0           5.0185E+00              5.0185E+00
  1801.0           5.0190E+00              5.0190E+00
  1802.0           5.0196E+00              5.0196E+00
  1803.0           5.0201E+00              5.0201E+00
  1804.0           5.0206E+00              5.0206E+00
  1805.0           5.0211E+00              5.0211E+00
  1806.0           5.0217E+00              5.0216E+00
  1807.0           5.0222E+00              5.0222E+00
  1808.0           5.0227E+00              5.0227E+00
  1809.0           5.0232E+00              5.0232E+00
  1810.0           5.0237E+00              5.0237E+00
  1811.0           5.0243E+00              5.0242E+00
  1812.0           5.0248E+00              5.0248E+00
  1813.0           5.0253E+00              5.0253E+00
  1814.0           5.0258E+00              5.0258E+00
  1815.0           5.0263E+00              5.0263E+00
  1816.0           5.0268E+00              5.0268E+00
  1817.0           5.0274E+00              5.0274E+00
  1818.0           5.0279E+00              5.0279E+00
  1819.0           5.0284E+00              5.0284E+00
  1820.0           5.0289E+00              5.0289E+00
  1821.0           5.0294E+00              5.0294E+00
  1822.0           5.0300E+00              5.0300E+00
  1823.0           5.0305E+00              5.0305E+00
  1824.0           5.0310E+00              5.0310E+00
  1825.0           5.0315E+00              5.0315E+00
  1826.0           5.0321E+00              5.0321E+00
  1827.0           5.0326E+00              5.0326E+00
  1828.0           5.0331E+00              5.0331E+00
  1829.0           5.0336E+00              5.0336E+00
  1830.0           5.0341E+00              5.0341E+00
  1831.0           5.0346E+00              5.0346E+00
  1832.0           5.0352E+00              5.0352E+00
  1833.0           5.0357E+00              5.0357E+00
  1834.0           5.0362E+00              5.0362E+00
  1835.0           5.0367E+00              5.0367E+00
  1836.0           5.0372E+00              5.0372E+00
  1837.0           5.0378E+00              5.0378E+00
  1838.0           5.0383E+00              5.0383E+00
  1839.0           5.0388E+00              5.0388E+00
  1840.0           5.0393E+00              5.0393E+00
  1841.0           5.0398E+00              5.0398E+00
  1842.0           5.0404E+00              5.0404E+00
  1843.0           5.0409E+00              5.0409E+00
  1844.0           5.0414E+00              5.0414E+00
  1845.0           5.0419E+00              5.0419E+00
  1846.0           5.0424E+00              5.0424E+00
  1847.0           5.0430E+00              5.0429E+00
  1848.0           5.0435E+00              5.0435E+00
  1849.0           5.0440E+00              5.0440E+00
  1850.0           5.0445E+00              5.0445E+00
  1851.0           5.0450E+00              5.0450E+00
  1852.0           5.0455E+00              5.0455E+00
  1853.0           5.0461E+00              5.0460E+00
  1854.0           5.0466E+00              5.0466E+00
  1855.0           5.0471E+00              5.0471E+00
  1856.0           5.0476E+00              5.0476E+00
  1857.0           5.0481E+00              5.0481E+00
  1858.0           5.0486E+00              5.0486E+00
  1859.0           5.0492E+00              5.0492E+00
  1860.0           5.0497E+00              5.0497E+00
  1861.0           5.0502E+00              5.0502E+00
  1862.0           5.0507E+00              5.0507E+00
  1863.0           5.0512E+00              5.0512E+00
  1864.0           5.0518E+00              5.0517E+00
  1865.0           5.0523E+00              5.0523E+00
  1866.0           5.0528E+00              5.0528E+00
  1867.0           5.0533E+00              5.0533E+00
  1868.0           5.0538E+00              5.0538E+00
  1869.0           5.0543E+00              5.0543E+00
  1870.0           5.0549E+00              5.0549E+00
  1871.0           5.0554E+00              5.0554E+00
  1872.0           5.0559E+00              5.0559E+00
  1873.0           5.0564E+00              5.0564E+00
  1874.0           5.0569E+00              5.0569E+00
  1875.0           5.0574E+00              5.0574E+00
  1876.0           5.0580E+00              5.0580E+00
  1877.0           5.0585E+00              5.0585E+00
  1878.0           5.0590E+00              5.0590E+00
  1879.0           5.0595E+00              5.0595E+00
  1880.0           5.0600E+00              5.0600E+00
  1881.0           5.0605E+00              5.0605E+00
  1882.0           5.0611E+00              5.0611E+00
  1883.0           5.0616E+00              5.0616E+00
  1884.0           5.0621E+00              5.0621E+00
  1885.0           5.0626E+00              5.0626E+00
  1886.0           5.0631E+00              5.0631E+00
  1887.0           5.0637E+00              5.0636E+00
  1888.0           5.0642E+00              5.0642E+00
  1889.0           5.0647E+00              5.0647E+00
  1890.0           5.0652E+00              5.0652E+00
  1891.0           5.0657E+00              5.0657E+00
  1892.0           5.0662E+00              5.0662E+00
  1893.0           5.0667E+00              5.0667E+00
  1894.0           5.0673E+00              5.0673E+00
  1895.0           5.0678E+00              5.0678E+00
  1896.0           5.0683E+00              5.0683E+00
  1897.0           5.0688E+00              5.0688E+00
  1898.0           5.0693E+00              5.0693E+00
  1899.0           5.0698E+00              5.0698E+00
  1900.0           5.0704E+00              5.0704E+00
  1901.0           5.0709E+00              5.0709E+00
  1902.0           5.0714E+00              5.0714E+00
  1903.0           5.0719E+00              5.0719E+00
  1904.0           5.0724E+00              5.0724E+00
  1905.0           5.0729E+00              5.0729E+00
  1906.0           5.0735E+00              5.0734E+00
  1907.0           5.0740E+00              5.0740E+00
  1908.0           5.0745E+00              5.0745E+00
  1909.0           5.0750E+00              5.0750E+00
  1910.0           5.0755E+00              5.0755E+00
  1911.0           5.0760E+00              5.0760E+00
  1912.0           5.0765E+00              5.0765E+00
  1913.0           5.0771E+00              5.0771E+00
  1914.0           5.0776E+00              5.0776E+00
  1915.0           5.0781E+00              5.0781E+00
  1916.0           5.0786E+00              5.0786E+00
  1917.0           5.0791E+00              5.0791E+00
  1918.0           5.0796E+00              5.0796E+00
  1919.0           5.0802E+00              5.0801E+00
  1920.0           5.0807E+00              5.0807E+00
  1921.0           5.0812E+00              5.0812E+00
  1922.0           5.0817E+00              5.0817E+00
