#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
   639.0           4.0346E+00              4.0346E+00
   640.0           4.0359E+00              4.0359E+00
   641.0           4.0371E+00              4.0371E+00
   642.0           4.0383E+00              4.0383E+00
   643.0           4.0396E+00              4.0396E+00
   644.0           4.0408E+00              4.0408E+00
   645.0           4.0421E+00              4.0420E+00
   646.0           4.0433E+00              4.0433E+00
   647.0           4.0445E+00              4.0445E+00
   648.0           4.0457E+00              4.0457E+00
   649.0           4.0470E+00              4.0470E+00
   650.0           4.0482E+00              4.0482E+00
   651.0           4.3408E+00              4.3408E+00
   652.0           4.3417E+00              4.3417E+00
   653.0           4.3426E+00              4.3426E+00
   654.0           4.3435E+00              4.3435E+00
   655.0           4.3445E+00              4.3445E+00
   656.0           4.3454E+00              4.3454E+00
   657.0           4.3463E+00              4.3463E+00
   658.0           4.3472E+00              4.3472E+00
   659.0           4.3481E+00              4.3481E+00
   660.0           4.3490E+00              4.3490E+00
   661.0           4.3499E+00              4.3499E+00
   662.0           4.3508E+00              4.3508E+00
   663.0           4.3516E+00              4.3516E+00
   664.0           4.3525E+00              4.3525E+00
   665.0           4.3534E+00              4.3534E+00
   666.0           4.3542E+00              4.3542E+00
   667.0           4.3551E+00              4.3551E+00
   668.0           4.3559E+00              4.3559E+00
   669.0           4.3568E+00              4.3568E+00
   670.0           4.3576E+00              4.3576E+00
   671.0           4.3585E+00              4.3585E+00
   672.0           4.3593E+00              4.3593E+00
   673.0           4.3601E+00              4.3601E+00
   674.0           4.3610E+00              4.3610E+00
   675.0           4.3618E+00              4.3618E+00
   676.0           4.3626E+00              4.3626E+00
   677.0           4.3634E+00              4.3634E+00
   678.0           4.3642E+00              4.3642E+00
   679.0           4.3650E+00              4.3650E+00
   680.0           4.3658E+00              4.3658E+00
   681.0           4.3666E+00              4.3666E+00
   682.0           4.3674E+00              4.3674E+00
   683.0           4.3682E+00              4.3682E+00
   684.0           4.3690E+00              4.3689E+00
   685.0           4.3697E+00              4.3697E+00
   686.0           4.3705E+00              4.3705E+00
   687.0           4.3713E+00              4.3713E+00
   688.0           4.3720E+00              4.3720E+00
   689.0           4.3728E+00              4.3728E+00
   690.0           4.3736E+00              4.3736E+00
   691.0           4.3743E+00              4.3743E+00
   692.0           4.3751E+00              4.3751E+00
   693.0           4.3758E+00              4.3758E+00
   694.0           4.3765E+00              4.3765E+00
   695.0           4.3773E+00              4.3773E+00
   696.0           4.3780E+00              4.3780E+00
   697.0           4.3788E+00              4.3788E+00
   698.0           4.3795E+00              4.3795E+00
   699.0           4.3802E+00              4.3802E+00
   700.0           4.3810E+00              4.3809E+00
   701.0           4.3817E+00              4.3817E+00
   702.0           4.3824E+00              4.3824E+00
   703.0           4.3831E+00              4.3831E+00
   704.0           4.3838E+00              4.3838E+00
   705.0           4.3845E+00              4.3845E+00
   706.0           4.3852E+00              4.3852E+00
   707.0           4.3859E+00              4.3859E+00
   708.0           4.3867E+00              4.3866E+00
   709.0           4.3874E+00              4.3874E+00
   710.0           4.3881E+00              4.3880E+00
   711.0           4.3888E+00              4.3887E+00
   712.0           4.3895E+00              4.3894E+00
   713.0           4.3901E+00              4.3901E+00
   714.0           4.3908E+00              4.3908E+00
   715.0           4.3915E+00              4.3915E+00
   716.0           4.3922E+00              4.3922E+00
   717.0           4.3929E+00              4.3929E+00
   718.0           4.3936E+00              4.3936E+00
   719.0           4.3943E+00              4.3942E+00
   720.0           4.3949E+00              4.3949E+00
   721.0           4.3956E+00              4.3956E+00
   722.0           4.3963E+00              4.3963E+00
   723.0           4.3970E+00              4.3969E+00
   724.0           4.3976E+00              4.3976E+00
   725.0           4.3983E+00              4.3983E+00
   726.0           4.3990E+00              4.3990E+00
   727.0           4.3996E+00              4.3996E+00
   728.0           4.4003E+00              4.4003E+00
   729.0           4.4010E+00              4.4010E+00
   730.0           4.4016E+00              4.4016E+00
   731.0           4.4023E+00              4.4023E+00
   732.0           4.4030E+00              4.4030E+00
   733.0           4.4036E+00              4.4036E+00
   734.0           4.4043E+00              4.4043E+00
   735.0           4.4050E+00              4.4049E+00
   736.0           4.4056E+00              4.4056E+00
   737.0           4.4063E+00              4.4063E+00
   738.0           4.4069E+00              4.4069E+00
   739.0           4.4076E+00              4.4076E+00
   740.0           4.4082E+00              4.4082E+00
   741.0           4.4089E+00              4.4089E+00
   742.0           4.4096E+00              4.4095E+00
   743.0           4.4102E+00              4.4102E+00
   744.0           4.4109E+00              4.4109E+00
   745.0           4.4115E+00              4.4115E+00
   746.0           4.4122E+00              4.4122E+00
   747.0           4.4128E+00              4.4128E+00
   748.0           4.4135E+00              4.4135E+00
   749.0           4.4142E+00              4.4141E+00
   750.0           4.4148E+00              4.4148E+00
   751.0           4.4155E+00              4.4155E+00
   752.0           4.4161E+00              4.4161E+00
   753.0           4.4168E+00              4.4168E+00
   754.0           4.4174E+00              4.4174E+00
   755.0           4.4181E+00              4.4181E+00
   756.0           4.4187E+00              4.4187E+00
   757.0           4.4194E+00              4.4194E+00
   758.0           4.4201E+00              4.4201E+00
   759.0           4.4207E+00              4.4207E+00
   760.0           4.4214E+00              4.4214E+00
   761.0           4.4220E+00              4.4220E+00
   762.0           4.4227E+00              4.4227E+00
   763.0           4.4234E+00              4.4234E+00
   764.0           4.4240E+00              4.4240E+00
   765.0           4.4247E+00              4.4247E+00
   766.0           4.4253E+00              4.4253E+00
   767.0           4.4260E+00              4.4260E+00
   768.0           4.4267E+00              4.4267E+00
   769.0           4.4273E+00              4.4273E+00
   770.0           4.4280E+00              4.4280E+00
   771.0           4.4286E+00              4.4286E+00
   772.0           4.4293E+00              4.4293E+00
   773.0           4.4300E+00              4.4300E+00
   774.0           4.4306E+00              4.4306E+00
   775.0           4.4313E+00              4.4313E+00
   776.0           4.4320E+00              4.4320E+00
   777.0           4.4326E+00              4.4326E+00
   778.0           4.4333E+00              4.4333E+00
   779.0           4.4339E+00              4.4339E+00
   780.0           4.4346E+00              4.4346E+00
   781.0           4.4353E+00              4.4353E+00
   782.0           4.4359E+00              4.4359E+00
   783.0           4.4366E+00              4.4366E+00
   784.0           4.4373E+00              4.4373E+00
   785.0           4.4379E+00              4.4379E+00
   786.0           4.4386E+00              4.4386E+00
   787.0           4.4393E+00              4.4392E+00
   788.0           4.4399E+00              4.4399E+00
   789.0           4.4406E+00              4.4406E+00
   790.0           4.4412E+00              4.4412E+00
   791.0           4.4419E+00              4.4419E+00
   792.0           4.4426E+00              4.4426E+00
   793.0           4.4432E+00              4.4432E+00
   794.0           4.4439E+00              4.4439E+00
   795.0           4.4446E+00              4.4446E+00
   796.0           4.4452E+00              4.4452E+00
   797.0           4.4459E+00              4.4459E+00
   798.0           4.4466E+00              4.4466E+00
   799.0           4.4472E+00              4.4472E+00
   800.0           4.4479E+00              4.4479E+00
   801.0           4.4486E+00              4.4486E+00
   802.0           4.4492E+00              4.4492E+00
   803.0           4.4499E+00              4.4499E+00
   804.0           4.4506E+00              4.4505E+00
   805.0           4.4512E+00              4.4512E+00
   806.0           4.4519E+00              4.4519E+00
   807.0           4.4525E+00              4.4525E+00
   808.0           4.4532E+00              4.4532E+00
   809.0           4.4539E+00              4.4539E+00
   810.0           4.4545E+00              4.4545E+00
   811.0           4.4552E+00              4.4552E+00
   812.0           4.4559E+00              4.4559E+00
   813.0           4.4565E+00              4.4565E+00
   814.0           4.4572E+00              4.4572E+00
   815.0           4.4579E+00              4.4578E+00
   816.0           4.4585E+00              4.4585E+00
   817.0           4.4592E+00              4.4592E+00
   818.0           4.4598E+00              4.4598E+00
   819.0           4.4605E+00              4.4605E+00
   820.0           4.4612E+00              4.4612E+00
   821.0           4.4618E+00              4.4618E+00
   822.0           4.4625E+00              4.4625E+00
   823.0           4.4632E+00              4.4631E+00
   824.0           4.4638E+00              4.4638E+00
   825.0           4.4645E+00              4.4645E+00
   826.0           4.4651E+00              4.4651E+00
   827.0           4.4658E+00              4.4658E+00
   828.0           4.4665E+00              4.4665E+00
   829.0           4.4671E+00              4.4671E+00
   830.0           4.4678E+00              4.4678E+00
   831.0           4.4684E+00              4.4684E+00
   832.0           4.4691E+00              4.4691E+00
   833.0           4.4698E+00              4.4697E+00
   834.0           4.4704E+00              4.4704E+00
   835.0           4.4711E+00              4.4711E+00
   836.0           4.4717E+00              4.4717E+00
   837.0           4.4724E+00              4.4724E+00
   838.0           4.4730E+00              4.4730E+00
   839.0           4.4737E+00              4.4737E+00
   840.0           4.4744E+00              4.4744E+00
   841.0           4.4750E+00              4.4750E+00
   842.0           4.4757E+00              4.4757E+00
   843.0           4.4763E+00              4.4763E+00
   844.0           4.4770E+00              4.4770E+00
   845.0           4.4776E+00              4.4776E+00
   846.0           4.4783E+00              4.4783E+00
   847.0           4.4790E+00              4.4790E+00
   848.0           4.4796E+00              4.4796E+00
   849.0           4.4803E+00              4.4803E+00
   850.0           4.4809E+00              4.4809E+00
   851.0           4.4816E+00              4.4816E+00
   852.0           4.4822E+00              4.4822E+00
   853.0           4.4829E+00              4.4829E+00
   854.0           4.4835E+00              4.4835E+00
   855.0           4.4842E+00              4.4842E+00
   856.0           4.4848E+00              4.4848E+00
   857.0           4.4855E+00              4.4855E+00
   858.0           4.4861E+00              4.4861E+00
   859.0           4.4868E+00              4.4868E+00
   860.0           4.4874E+00              4.4874E+00
   861.0           4.4881E+00              4.4881E+00
   862.0           4.4887E+00              4.4887E+00
   863.0           4.4894E+00              4.4894E+00
   864.0           4.4900E+00              4.4900E+00
   865.0           4.4907E+00              4.4907E+00
   866.0           4.4913E+00              4.4913E+00
   867.0           4.4920E+00              4.4920E+00
   868.0           4.4926E+00              4.4926E+00
   869.0           4.4933E+00              4.4933E+00
   870.0           4.4939E+00              4.4939E+00
   871.0           4.4946E+00              4.4946E+00
   872.0           4.4952E+00              4.4952E+00
   873.0           4.4959E+00              4.4959E+00
   874.0           4.4965E+00              4.4965E+00
   875.0           4.4971E+00              4.4971E+00
   876.0           4.4978E+00              4.4978E+00
   877.0           4.4984E+00              4.4984E+00
   878.0           4.4991E+00              4.4991E+00
   879.0           4.4997E+00              4.4997E+00
   880.0           4.5004E+00              4.5004E+00
   881.0           4.5010E+00              4.5010E+00
   882.0           4.5016E+00              4.5016E+00
   883.0           4.5023E+00              4.5023E+00
   884.0           4.5029E+00              4.5029E+00
   885.0           4.5036E+00              4.5036E+00
   886.0           4.5042E+00              4.5042E+00
   887.0           4.5049E+00              4.5049E+00
   888.0           4.5055E+00              4.5055E+00
   889.0           4.5061E+00              4.5061E+00
   890.0           4.5068E+00              4.5068E+00
   891.0           4.5074E+00              4.5074E+00
   892.0           4.5081E+00              4.5081E+00
   893.0           4.5087E+00              4.5087E+00
   894.0           4.5093E+00              4.5093E+00
   895.0           4.5100E+00              4.5100E+00
   896.0           4.5106E+00              4.5106E+00
   897.0           4.5113E+00              4.5113E+00
   898.0           4.5119E+00              4.5119E+00
   899.0           4.5125E+00              4.5125E+00
   900.0           4.5132E+00              4.5132E+00
   901.0           4.5138E+00              4.5138E+00
   902.0           4.5144E+00              4.5144E+00
   903.0           4.5151E+00              4.5151E+00
   904.0           4.5157E+00              4.5157E+00
   905.0           4.5164E+00              4.5163E+00
   906.0           4.5170E+00              4.5170E+00
   907.0           4.5176E+00              4.5176E+00
   908.0           4.5182E+00              4.5182E+00
   909.0           4.5189E+00              4.5189E+00
   910.0           4.5195E+00              4.5195E+00
   911.0           4.5201E+00              4.5201E+00
   912.0           4.5208E+00              4.5208E+00
   913.0           4.5214E+00              4.5214E+00
   914.0           4.5220E+00              4.5220E+00
   915.0           4.5227E+00              4.5227E+00
   916.0           4.5233E+00              4.5233E+00
   917.0           4.5239E+00              4.5239E+00
   918.0           4.5246E+00              4.5246E+00
   919.0           4.5252E+00              4.5252E+00
   920.0           4.5258E+00              4.5258E+00
   921.0           4.5265E+00              4.5265E+00
   922.0           4.5271E+00              4.5271E+00
   923.0           4.5277E+00              4.5277E+00
   924.0           4.5284E+00              4.5284E+00
   925.0           4.5290E+00              4.5290E+00
   926.0           4.5296E+00              4.5296E+00
   927.0           4.5302E+00              4.5302E+00
   928.0           4.5309E+00              4.5309E+00
   929.0           4.5315E+00              4.5315E+00
   930.0           4.5321E+00              4.5321E+00
   931.0           4.5328E+00              4.5328E+00
   932.0           4.5334E+00              4.5334E+00
   933.0           4.5340E+00              4.5340E+00
   934.0           4.5346E+00              4.5346E+00
   935.0           4.5353E+00              4.5353E+00
   936.0           4.5359E+00              4.5359E+00
   937.0           4.5365E+00              4.5365E+00
   938.0           4.5371E+00              4.5371E+00
   939.0           4.5378E+00              4.5378E+00
   940.0           4.5384E+00              4.5384E+00
   941.0           4.5390E+00              4.5390E+00
   942.0           4.5397E+00              4.5397E+00
   943.0           4.5403E+00              4.5403E+00
   944.0           4.5409E+00              4.5409E+00
   945.0           4.5415E+00              4.5415E+00
   946.0           4.5421E+00              4.5421E+00
   947.0           4.5428E+00              4.5428E+00
   948.0           4.5434E+00              4.5434E+00
   949.0           4.5440E+00              4.5440E+00
   950.0           4.5446E+00              4.5446E+00
   951.0           4.5453E+00              4.5453E+00
   952.0           4.5459E+00              4.5459E+00
   953.0           4.5465E+00              4.5465E+00
   954.0           4.5471E+00              4.5471E+00
   955.0           4.5478E+00              4.5478E+00
   956.0           4.5484E+00              4.5484E+00
   957.0           4.5490E+00              4.5490E+00
   958.0           4.5496E+00              4.5496E+00
   959.0           4.5502E+00              4.5502E+00
   960.0           4.5509E+00              4.5509E+00
   961.0           4.5515E+00              4.5515E+00
   962.0           4.5521E+00              4.5521E+00
   963.0           4.5527E+00              4.5527E+00
   964.0           4.5533E+00              4.5533E+00
   965.0           4.5540E+00              4.5539E+00
   966.0           4.5546E+00              4.5546E+00
   967.0           4.5552E+00              4.5552E+00
   968.0           4.5558E+00              4.5558E+00
   969.0           4.5564E+00              4.5564E+00
   970.0           4.5570E+00              4.5570E+00
   971.0           4.5577E+00              4.5577E+00
   972.0           4.5583E+00              4.5583E+00
   973.0           4.5589E+00              4.5589E+00
   974.0           4.5595E+00              4.5595E+00
   975.0           4.5601E+00              4.5601E+00
   976.0           4.5608E+00              4.5607E+00
   977.0           4.5614E+00              4.5614E+00
   978.0           4.5620E+00              4.5620E+00
   979.0           4.5626E+00              4.5626E+00
   980.0           4.5632E+00              4.5632E+00
   981.0           4.5638E+00              4.5638E+00
   982.0           4.5644E+00              4.5644E+00
   983.0           4.5651E+00              4.5651E+00
   984.0           4.5657E+00              4.5657E+00
   985.0           4.5663E+00              4.5663E+00
   986.0           4.5669E+00              4.5669E+00
   987.0           4.5675E+00              4.5675E+00
   988.0           4.5681E+00              4.5681E+00
   989.0           4.5687E+00              4.5687E+00
   990.0           4.5694E+00              4.5694E+00
   991.0           4.5700E+00              4.5700E+00
   992.0           4.5706E+00              4.5706E+00
   993.0           4.5712E+00              4.5712E+00
   994.0           4.5718E+00              4.5718E+00
   995.0           4.5724E+00              4.5724E+00
   996.0           4.5730E+00              4.5730E+00
   997.0           4.5736E+00              4.5736E+00
   998.0           4.5743E+00              4.5742E+00
   999.0           4.5749E+00              4.5749E+00
  1000.0           4.5755E+00              4.5755E+00
  1001.0           4.5761E+00              4.5761E+00
  1002.0           4.5767E+00              4.5767E+00
  1003.0           4.5773E+00              4.5773E+00
  1004.0           4.5779E+00              4.5779E+00
  1005.0           4.5785E+00              4.5785E+00
  1006.0           4.5791E+00              4.5791E+00
  1007.0           4.5798E+00              4.5797E+00
  1008.0           4.5804E+00              4.5804E+00
  1009.0           4.5810E+00              4.5810E+00
  1010.0           4.5816E+00              4.5816E+00
  1011.0           4.5822E+00              4.5822E+00
  1012.0           4.5828E+00              4.5828E+00
  1013.0           4.5834E+00              4.5834E+00
  1014.0           4.5840E+00              4.5840E+00
  1015.0           4.5846E+00              4.5846E+00
  1016.0           4.5852E+00              4.5852E+00
  1017.0           4.5858E+00              4.5858E+00
  1018.0           4.5864E+00              4.5864E+00
  1019.0           4.5871E+00              4.5871E+00
  1020.0           4.5877E+00              4.5877E+00
  1021.0           4.5883E+00              4.5883E+00
  1022.0           4.5889E+00              4.5889E+00
  1023.0           4.5895E+00              4.5895E+00
  1024.0           4.5901E+00              4.5901E+00
  1025.0           4.5907E+00              4.5907E+00
  1026.0           4.5913E+00              4.5913E+00
  1027.0           4.5919E+00              4.5919E+00
  1028.0           4.5925E+00              4.5925E+00
  1029.0           4.5931E+00              4.5931E+00
  1030.0           4.5937E+00              4.5937E+00
  1031.0           4.5943E+00              4.5943E+00
  1032.0           4.5949E+00              4.5949E+00
  1033.0           4.5955E+00              4.5955E+00
  1034.0           4.5961E+00              4.5961E+00
  1035.0           4.5967E+00              4.5967E+00
  1036.0           4.5973E+00              4.5973E+00
  1037.0           4.5979E+00              4.5979E+00
  1038.0           4.5985E+00              4.5985E+00
  1039.0           4.5991E+00              4.5991E+00
  1040.0           4.5998E+00              4.5998E+00
  1041.0           4.6003E+00              4.6003E+00
  1042.0           4.6010E+00              4.6010E+00
  1043.0           4.6016E+00              4.6015E+00
  1044.0           4.6022E+00              4.6022E+00
  1045.0           4.6028E+00              4.6028E+00
  1046.0           4.6034E+00              4.6034E+00
  1047.0           4.6040E+00              4.6040E+00
  1048.0           4.6046E+00              4.6046E+00
  1049.0           4.6052E+00              4.6052E+00
  1050.0           4.6058E+00              4.6058E+00
  1051.0           4.6064E+00              4.6064E+00
  1052.0           4.6070E+00              4.6070E+00
  1053.0           4.6076E+00              4.6076E+00
  1054.0           4.6082E+00              4.6082E+00
  1055.0           4.6088E+00              4.6088E+00
  1056.0           4.6094E+00              4.6094E+00
  1057.0           4.6100E+00              4.6100E+00
  1058.0           4.6106E+00              4.6106E+00
  1059.0           4.6112E+00              4.6112E+00
  1060.0           4.6118E+00              4.6118E+00
  1061.0           4.6124E+00              4.6124E+00
  1062.0           4.6130E+00              4.6129E+00
  1063.0           4.6136E+00              4.6136E+00
  1064.0           4.6142E+00              4.6142E+00
  1065.0           4.6147E+00              4.6147E+00
  1066.0           4.6154E+00              4.6153E+00
  1067.0           4.6159E+00              4.6159E+00
  1068.0           4.6165E+00              4.6165E+00
  1069.0           4.6171E+00              4.6171E+00
  1070.0           4.6177E+00              4.6177E+00
  1071.0           4.6183E+00              4.6183E+00
  1072.0           4.6189E+00              4.6189E+00
  1073.0           4.6195E+00              4.6195E+00
  1074.0           4.6201E+00              4.6201E+00
  1075.0           4.6207E+00              4.6207E+00
  1076.0           4.6213E+00              4.6213E+00
  1077.0           4.6219E+00              4.6219E+00
  1078.0           4.6225E+00              4.6225E+00
  1079.0           4.6231E+00              4.6231E+00
  1080.0           4.6237E+00              4.6237E+00
  1081.0           4.6243E+00              4.6243E+00
  1082.0           4.6249E+00              4.6249E+00
  1083.0           4.6255E+00              4.6255E+00
  1084.0           4.6261E+00              4.6261E+00
  1085.0           4.6267E+00              4.6267E+00
  1086.0           4.6272E+00              4.6272E+00
  1087.0           4.6278E+00              4.6278E+00
  1088.0           4.6284E+00              4.6284E+00
  1089.0           4.6290E+00              4.6290E+00
  1090.0           4.6296E+00              4.6296E+00
  1091.0           4.6302E+00              4.6302E+00
  1092.0           4.6308E+00              4.6308E+00
  1093.0           4.6314E+00              4.6314E+00
  1094.0           4.6320E+00              4.6320E+00
  1095.0           4.6326E+00              4.6326E+00
  1096.0           4.6332E+00              4.6332E+00
  1097.0           4.6338E+00              4.6338E+00
  1098.0           4.6344E+00              4.6344E+00
  1099.0           4.6349E+00              4.6349E+00
  1100.0           4.6355E+00              4.6355E+00
  1101.0           4.6361E+00              4.6361E+00
  1102.0           4.6367E+00              4.6367E+00
  1103.0           4.6373E+00              4.6373E+00
  1104.0           4.6379E+00              4.6379E+00
  1105.0           4.6385E+00              4.6385E+00
  1106.0           4.6391E+00              4.6391E+00
  1107.0           4.6397E+00              4.6397E+00
  1108.0           4.6403E+00              4.6403E+00
  1109.0           4.6409E+00              4.6409E+00
  1110.0           4.6414E+00              4.6414E+00
  1111.0           4.6420E+00              4.6420E+00
  1112.0           4.6426E+00              4.6426E+00
  1113.0           4.6432E+00              4.6432E+00
  1114.0           4.6438E+00              4.6438E+00
  1115.0           4.6444E+00              4.6444E+00
  1116.0           4.6450E+00              4.6450E+00
  1117.0           4.6456E+00              4.6456E+00
  1118.0           4.6461E+00              4.6461E+00
  1119.0           4.6467E+00              4.6467E+00
  1120.0           4.6473E+00              4.6473E+00
  1121.0           4.6479E+00              4.6479E+00
  1122.0           4.6485E+00              4.6485E+00
  1123.0           4.6491E+00              4.6491E+00
  1124.0           4.6497E+00              4.6497E+00
  1125.0           4.6502E+00              4.6502E+00
  1126.0           4.6508E+00              4.6508E+00
  1127.0           4.6514E+00              4.6514E+00
  1128.0           4.6520E+00              4.6520E+00
  1129.0           4.6526E+00              4.6526E+00
  1130.0           4.6532E+00              4.6532E+00
  1131.0           4.6538E+00              4.6538E+00
  1132.0           4.6543E+00              4.6543E+00
  1133.0           4.6549E+00              4.6549E+00
  1134.0           4.6555E+00              4.6555E+00
  1135.0           4.6561E+00              4.6561E+00
  1136.0           4.6567E+00              4.6567E+00
  1137.0           4.6573E+00              4.6573E+00
  1138.0           4.6579E+00              4.6579E+00
  1139.0           4.6584E+00              4.6584E+00
  1140.0           4.6590E+00              4.6590E+00
  1141.0           4.6596E+00              4.6596E+00
  1142.0           4.6602E+00              4.6602E+00
  1143.0           4.6608E+00              4.6608E+00
  1144.0           4.6613E+00              4.6613E+00
  1145.0           4.6619E+00              4.6619E+00
  1146.0           4.6625E+00              4.6625E+00
  1147.0           4.6631E+00              4.6631E+00
  1148.0           4.6637E+00              4.6637E+00
  1149.0           4.6643E+00              4.6643E+00
  1150.0           4.6648E+00              4.6648E+00
  1151.0           4.6654E+00              4.6654E+00
  1152.0           4.6660E+00              4.6660E+00
  1153.0           4.6666E+00              4.6666E+00
  1154.0           4.6672E+00              4.6672E+00
  1155.0           4.6677E+00              4.6677E+00
  1156.0           4.6683E+00              4.6683E+00
  1157.0           4.6689E+00              4.6689E+00
  1158.0           4.6695E+00              4.6695E+00
  1159.0           4.6701E+00              4.6701E+00
  1160.0           4.6706E+00              4.6706E+00
  1161.0           4.6712E+00              4.6712E+00
  1162.0           4.6718E+00              4.6718E+00
  1163.0           4.6724E+00              4.6724E+00
  1164.0           4.6730E+00              4.6730E+00
  1165.0           4.6735E+00              4.6735E+00
  1166.0           4.6741E+00              4.6741E+00
  1167.0           4.6747E+00              4.6747E+00
  1168.0           4.6753E+00              4.6753E+00
  1169.0           4.6759E+00              4.6759E+00
  1170.0           4.6764E+00              4.6764E+00
  1171.0           4.6770E+00              4.6770E+00
  1172.0           4.6776E+00              4.6776E+00
  1173.0           4.6782E+00              4.6782E+00
  1174.0           4.6788E+00              4.6787E+00
  1175.0           4.6793E+00              4.6793E+00
  1176.0           4.6799E+00              4.6799E+00
  1177.0           4.6805E+00              4.6805E+00
  1178.0           4.6811E+00              4.6811E+00
  1179.0           4.6816E+00              4.6816E+00
  1180.0           4.6822E+00              4.6822E+00
  1181.0           4.6828E+00              4.6828E+00
  1182.0           4.6834E+00              4.6834E+00
  1183.0           4.6839E+00              4.6839E+00
  1184.0           4.6845E+00              4.6845E+00
  1185.0           4.6851E+00              4.6851E+00
  1186.0           4.6857E+00              4.6857E+00
  1187.0           4.6862E+00              4.6862E+00
  1188.0           4.6868E+00              4.6868E+00
  1189.0           4.6874E+00              4.6874E+00
  1190.0           4.6880E+00              4.6880E+00
  1191.0           4.6886E+00              4.6885E+00
  1192.0           4.6891E+00              4.6891E+00
  1193.0           4.6897E+00              4.6897E+00
  1194.0           4.6903E+00              4.6903E+00
  1195.0           4.6908E+00              4.6908E+00
  1196.0           4.6914E+00              4.6914E+00
  1197.0           4.6920E+00              4.6920E+00
  1198.0           4.6926E+00              4.6926E+00
  1199.0           4.6931E+00              4.6931E+00
  1200.0           4.6937E+00              4.6937E+00
  1201.0           4.6943E+00              4.6943E+00
  1202.0           4.6949E+00              4.6949E+00
  1203.0           4.6954E+00              4.6954E+00
  1204.0           4.6960E+00              4.6960E+00
  1205.0           4.6966E+00              4.6966E+00
  1206.0           4.6972E+00              4.6971E+00
  1207.0           4.6977E+00              4.6977E+00
  1208.0           4.6983E+00              4.6983E+00
  1209.0           4.6989E+00              4.6989E+00
  1210.0           4.6994E+00              4.6994E+00
  1211.0           4.7000E+00              4.7000E+00
  1212.0           4.7006E+00              4.7006E+00
  1213.0           4.7012E+00              4.7011E+00
  1214.0           4.7017E+00              4.7017E+00
  1215.0           4.7023E+00              4.7023E+00
  1216.0           4.7029E+00              4.7029E+00
  1217.0           4.7034E+00              4.7034E+00
  1218.0           4.7040E+00              4.7040E+00
  1219.0           4.7046E+00              4.7046E+00
  1220.0           4.7052E+00              4.7052E+00
  1221.0           4.7057E+00              4.7057E+00
  1222.0           4.7063E+00              4.7063E+00
  1223.0           4.7069E+00              4.7069E+00
  1224.0           4.7074E+00              4.7074E+00
  1225.0           4.7080E+00              4.7080E+00
  1226.0           4.7086E+00              4.7086E+00
  1227.0           4.7091E+00              4.7091E+00
  1228.0           4.7097E+00              4.7097E+00
  1229.0           4.7103E+00              4.7103E+00
  1230.0           4.7108E+00              4.7108E+00
  1231.0           4.7114E+00              4.7114E+00
  1232.0           4.7120E+00              4.7120E+00
  1233.0           4.7126E+00              4.7126E+00
  1234.0           4.7131E+00              4.7131E+00
  1235.0           4.7137E+00              4.7137E+00
  1236.0           4.7143E+00              4.7143E+00
  1237.0           4.7148E+00              4.7148E+00
  1238.0           4.7154E+00              4.7154E+00
  1239.0           4.7160E+00              4.7159E+00
  1240.0           4.7165E+00              4.7165E+00
  1241.0           4.7171E+00              4.7171E+00
  1242.0           4.7177E+00              4.7177E+00
  1243.0           4.7182E+00              4.7182E+00
  1244.0           4.7188E+00              4.7188E+00
  1245.0           4.7194E+00              4.7194E+00
  1246.0           4.7199E+00              4.7199E+00
  1247.0           4.7205E+00              4.7205E+00
  1248.0           4.7211E+00              4.7211E+00
  1249.0           4.7216E+00              4.7216E+00
  1250.0           4.7222E+00              4.7222E+00
  1251.0           4.7228E+00              4.7228E+00
  1252.0           4.7233E+00              4.7233E+00
  1253.0           4.7239E+00              4.7239E+00
  1254.0           4.7245E+00              4.7245E+00
  1255.0           4.7250E+00              4.7250E+00
  1256.0           4.7256E+00              4.7256E+00
  1257.0           4.7262E+00              4.7261E+00
  1258.0           4.7267E+00              4.7267E+00
  1259.0           4.7273E+00              4.7273E+00
  1260.0           4.7278E+00              4.7278E+00
  1261.0           4.7284E+00              4.7284E+00
  1262.0           4.7290E+00              4.7290E+00
  1263.0           4.7295E+00              4.7295E+00
  1264.0           4.7301E+00              4.7301E+00
  1265.0           4.7307E+00              4.7307E+00
  1266.0           4.7312E+00              4.7312E+00
  1267.0           4.7318E+00              4.7318E+00
  1268.0           4.7323E+00              4.7323E+00
  1269.0           4.7329E+00              4.7329E+00
  1270.0           4.7335E+00              4.7335E+00
  1271.0           4.7340E+00              4.7340E+00
  1272.0           4.7346E+00              4.7346E+00
  1273.0           4.7352E+00              4.7352E+00
  1274.0           4.7357E+00              4.7357E+00
  1275.0           4.7363E+00              4.7363E+00
  1276.0           4.7369E+00              4.7368E+00
  1277.0           4.7374E+00              4.7374E+00
  1278.0           4.7380E+00              4.7380E+00
  1279.0           4.7385E+00              4.7385E+00
  1280.0           4.7391E+00              4.7391E+00
  1281.0           4.7397E+00              4.7397E+00
  1282.0           4.7402E+00              4.7402E+00
  1283.0           4.7408E+00              4.7408E+00
  1284.0           4.7413E+00              4.7413E+00
  1285.0           4.7419E+00              4.7419E+00
  1286.0           4.7425E+00              4.7425E+00
  1287.0           4.7430E+00              4.7430E+00
  1288.0           4.7436E+00              4.7436E+00
