#ndep: 2897
#depth (km)   Vsh_arithmetic (km/s)   Vsh_geometric (km/s)
   654.0           5.9385E+00              5.9384E+00
   655.0           5.9405E+00              5.9404E+00
   656.0           5.9426E+00              5.9424E+00
   657.0           5.9446E+00              5.9445E+00
   658.0           5.9467E+00              5.9466E+00
   659.0           5.9488E+00              5.9487E+00
   660.0           5.9510E+00              5.9508E+00
   661.0           5.9532E+00              5.9530E+00
   662.0           5.9553E+00              5.9552E+00
   663.0           5.9576E+00              5.9574E+00
   664.0           5.9599E+00              5.9597E+00
   665.0           5.9621E+00              5.9620E+00
   666.0           5.9644E+00              5.9643E+00
   667.0           5.9668E+00              5.9667E+00
   668.0           5.9691E+00              5.9690E+00
   669.0           5.9715E+00              5.9714E+00
   670.0           5.9739E+00              5.9738E+00
   671.0           5.9764E+00              5.9762E+00
   672.0           5.9788E+00              5.9787E+00
   673.0           5.9813E+00              5.9811E+00
   674.0           5.9838E+00              5.9836E+00
   675.0           5.9863E+00              5.9862E+00
   676.0           5.9888E+00              5.9887E+00
   677.0           5.9914E+00              5.9913E+00
   678.0           5.9939E+00              5.9938E+00
   679.0           5.9965E+00              5.9964E+00
   680.0           5.9991E+00              5.9990E+00
   681.0           6.0017E+00              6.0016E+00
   682.0           6.0044E+00              6.0042E+00
   683.0           6.0070E+00              6.0069E+00
   684.0           6.0097E+00              6.0095E+00
   685.0           6.0124E+00              6.0122E+00
   686.0           6.0150E+00              6.0149E+00
   687.0           6.0177E+00              6.0176E+00
   688.0           6.0205E+00              6.0203E+00
   689.0           6.0231E+00              6.0230E+00
   690.0           6.0259E+00              6.0258E+00
   691.0           6.0286E+00              6.0285E+00
   692.0           6.0314E+00              6.0312E+00
   693.0           6.0341E+00              6.0340E+00
   694.0           6.0368E+00              6.0367E+00
   695.0           6.0396E+00              6.0395E+00
   696.0           6.0424E+00              6.0423E+00
   697.0           6.0452E+00              6.0450E+00
   698.0           6.0480E+00              6.0478E+00
   699.0           6.0507E+00              6.0506E+00
   700.0           6.0535E+00              6.0534E+00
   701.0           6.0563E+00              6.0562E+00
   702.0           6.0591E+00              6.0589E+00
   703.0           6.0619E+00              6.0618E+00
   704.0           6.0647E+00              6.0646E+00
   705.0           6.0675E+00              6.0673E+00
   706.0           6.0703E+00              6.0701E+00
   707.0           6.0730E+00              6.0729E+00
   708.0           6.0758E+00              6.0757E+00
   709.0           6.0786E+00              6.0785E+00
   710.0           6.0814E+00              6.0812E+00
   711.0           6.0842E+00              6.0840E+00
   712.0           6.0869E+00              6.0868E+00
   713.0           6.0897E+00              6.0895E+00
   714.0           6.0924E+00              6.0923E+00
   715.0           6.0951E+00              6.0950E+00
   716.0           6.0979E+00              6.0978E+00
   717.0           6.1007E+00              6.1005E+00
   718.0           6.1033E+00              6.1032E+00
   719.0           6.1061E+00              6.1060E+00
   720.0           6.1088E+00              6.1087E+00
   721.0           6.1115E+00              6.1113E+00
   722.0           6.1142E+00              6.1140E+00
   723.0           6.1168E+00              6.1167E+00
   724.0           6.1194E+00              6.1193E+00
   725.0           6.1221E+00              6.1220E+00
   726.0           6.1247E+00              6.1246E+00
   727.0           6.1273E+00              6.1272E+00
   728.0           6.1299E+00              6.1298E+00
   729.0           6.1325E+00              6.1323E+00
   730.0           6.1350E+00              6.1349E+00
   731.0           6.1375E+00              6.1374E+00
   732.0           6.1401E+00              6.1400E+00
   733.0           6.1426E+00              6.1425E+00
   734.0           6.1451E+00              6.1449E+00
   735.0           6.1475E+00              6.1474E+00
   736.0           6.1499E+00              6.1498E+00
   737.0           6.1524E+00              6.1523E+00
   738.0           6.1548E+00              6.1547E+00
   739.0           6.1571E+00              6.1570E+00
   740.0           6.1595E+00              6.1594E+00
   741.0           6.1618E+00              6.1617E+00
   742.0           6.1641E+00              6.1640E+00
   743.0           6.1664E+00              6.1663E+00
   744.0           6.1686E+00              6.1685E+00
   745.0           6.1708E+00              6.1707E+00
   746.0           6.1730E+00              6.1729E+00
   747.0           6.1751E+00              6.1750E+00
   748.0           6.1773E+00              6.1772E+00
   749.0           6.1794E+00              6.1793E+00
   750.0           6.1814E+00              6.1813E+00
   751.0           6.1835E+00              6.1834E+00
   752.0           6.1855E+00              6.1854E+00
   753.0           6.1875E+00              6.1874E+00
   754.0           6.1894E+00              6.1893E+00
   755.0           6.1913E+00              6.1912E+00
   756.0           6.1932E+00              6.1931E+00
   757.0           6.1950E+00              6.1949E+00
   758.0           6.1968E+00              6.1967E+00
   759.0           6.1986E+00              6.1985E+00
   760.0           6.2003E+00              6.2002E+00
   761.0           6.2021E+00              6.2020E+00
   762.0           6.2038E+00              6.2037E+00
   763.0           6.2054E+00              6.2053E+00
   764.0           6.2071E+00              6.2070E+00
   765.0           6.2087E+00              6.2086E+00
   766.0           6.2103E+00              6.2102E+00
   767.0           6.2118E+00              6.2117E+00
   768.0           6.2133E+00              6.2132E+00
   769.0           6.2148E+00              6.2147E+00
   770.0           6.2163E+00              6.2162E+00
   771.0           6.2177E+00              6.2176E+00
   772.0           6.2192E+00              6.2191E+00
   773.0           6.2206E+00              6.2205E+00
   774.0           6.2219E+00              6.2218E+00
   775.0           6.2233E+00              6.2232E+00
   776.0           6.2246E+00              6.2245E+00
   777.0           6.2259E+00              6.2258E+00
   778.0           6.2272E+00              6.2271E+00
   779.0           6.2284E+00              6.2283E+00
   780.0           6.2296E+00              6.2295E+00
   781.0           6.2308E+00              6.2307E+00
   782.0           6.2320E+00              6.2319E+00
   783.0           6.2332E+00              6.2331E+00
   784.0           6.2343E+00              6.2342E+00
   785.0           6.2354E+00              6.2353E+00
   786.0           6.2365E+00              6.2365E+00
   787.0           6.2376E+00              6.2375E+00
   788.0           6.2387E+00              6.2386E+00
   789.0           6.2397E+00              6.2396E+00
   790.0           6.2407E+00              6.2406E+00
   791.0           6.2417E+00              6.2416E+00
   792.0           6.2427E+00              6.2426E+00
   793.0           6.2437E+00              6.2436E+00
   794.0           6.2446E+00              6.2445E+00
   795.0           6.2455E+00              6.2455E+00
   796.0           6.2465E+00              6.2464E+00
   797.0           6.2473E+00              6.2473E+00
   798.0           6.2482E+00              6.2481E+00
   799.0           6.2491E+00              6.2490E+00
   800.0           6.2499E+00              6.2499E+00
   801.0           6.2508E+00              6.2507E+00
   802.0           6.2516E+00              6.2515E+00
   803.0           6.2524E+00              6.2523E+00
   804.0           6.2532E+00              6.2531E+00
   805.0           6.2540E+00              6.2539E+00
   806.0           6.2547E+00              6.2546E+00
   807.0           6.2555E+00              6.2554E+00
   808.0           6.2562E+00              6.2561E+00
   809.0           6.2570E+00              6.2569E+00
   810.0           6.2577E+00              6.2576E+00
   811.0           6.2584E+00              6.2583E+00
   812.0           6.2591E+00              6.2590E+00
   813.0           6.2597E+00              6.2596E+00
   814.0           6.2604E+00              6.2603E+00
   815.0           6.2611E+00              6.2610E+00
   816.0           6.2617E+00              6.2616E+00
   817.0           6.2624E+00              6.2623E+00
   818.0           6.2630E+00              6.2629E+00
   819.0           6.2636E+00              6.2635E+00
   820.0           6.2642E+00              6.2642E+00
   821.0           6.2648E+00              6.2648E+00
   822.0           6.2654E+00              6.2654E+00
   823.0           6.2660E+00              6.2660E+00
   824.0           6.2666E+00              6.2665E+00
   825.0           6.2672E+00              6.2671E+00
   826.0           6.2678E+00              6.2677E+00
   827.0           6.2684E+00              6.2683E+00
   828.0           6.2689E+00              6.2688E+00
   829.0           6.2695E+00              6.2694E+00
   830.0           6.2700E+00              6.2700E+00
   831.0           6.2706E+00              6.2705E+00
   832.0           6.2711E+00              6.2711E+00
   833.0           6.2717E+00              6.2716E+00
   834.0           6.2722E+00              6.2721E+00
   835.0           6.2728E+00              6.2727E+00
   836.0           6.2733E+00              6.2732E+00
   837.0           6.2738E+00              6.2738E+00
   838.0           6.2744E+00              6.2743E+00
   839.0           6.2749E+00              6.2748E+00
   840.0           6.2754E+00              6.2754E+00
   841.0           6.2760E+00              6.2759E+00
   842.0           6.2765E+00              6.2764E+00
   843.0           6.2770E+00              6.2770E+00
   844.0           6.2776E+00              6.2775E+00
   845.0           6.2781E+00              6.2780E+00
   846.0           6.2786E+00              6.2786E+00
   847.0           6.2792E+00              6.2791E+00
   848.0           6.2797E+00              6.2796E+00
   849.0           6.2803E+00              6.2802E+00
   850.0           6.2808E+00              6.2807E+00
   851.0           6.2813E+00              6.2813E+00
   852.0           6.2819E+00              6.2818E+00
   853.0           6.2824E+00              6.2824E+00
   854.0           6.2830E+00              6.2829E+00
   855.0           6.2836E+00              6.2835E+00
   856.0           6.2841E+00              6.2840E+00
   857.0           6.2847E+00              6.2846E+00
   858.0           6.2852E+00              6.2851E+00
   859.0           6.2858E+00              6.2857E+00
   860.0           6.2864E+00              6.2863E+00
   861.0           6.2869E+00              6.2868E+00
   862.0           6.2875E+00              6.2874E+00
   863.0           6.2881E+00              6.2880E+00
   864.0           6.2886E+00              6.2886E+00
   865.0           6.2892E+00              6.2891E+00
   866.0           6.2898E+00              6.2897E+00
   867.0           6.2904E+00              6.2903E+00
   868.0           6.2910E+00              6.2909E+00
   869.0           6.2915E+00              6.2915E+00
   870.0           6.2921E+00              6.2921E+00
   871.0           6.2927E+00              6.2926E+00
   872.0           6.2933E+00              6.2932E+00
   873.0           6.2939E+00              6.2938E+00
   874.0           6.2945E+00              6.2944E+00
   875.0           6.2951E+00              6.2950E+00
   876.0           6.2957E+00              6.2956E+00
   877.0           6.2963E+00              6.2962E+00
   878.0           6.2969E+00              6.2968E+00
   879.0           6.2975E+00              6.2974E+00
   880.0           6.2981E+00              6.2980E+00
   881.0           6.2987E+00              6.2986E+00
   882.0           6.2993E+00              6.2992E+00
   883.0           6.2999E+00              6.2998E+00
   884.0           6.3005E+00              6.3004E+00
   885.0           6.3011E+00              6.3010E+00
   886.0           6.3017E+00              6.3017E+00
   887.0           6.3023E+00              6.3023E+00
   888.0           6.3030E+00              6.3029E+00
   889.0           6.3036E+00              6.3035E+00
   890.0           6.3042E+00              6.3041E+00
   891.0           6.3048E+00              6.3047E+00
   892.0           6.3054E+00              6.3054E+00
   893.0           6.3061E+00              6.3060E+00
   894.0           6.3067E+00              6.3066E+00
   895.0           6.3073E+00              6.3072E+00
   896.0           6.3079E+00              6.3079E+00
   897.0           6.3086E+00              6.3085E+00
   898.0           6.3092E+00              6.3091E+00
   899.0           6.3098E+00              6.3097E+00
   900.0           6.3105E+00              6.3104E+00
   901.0           6.3111E+00              6.3110E+00
   902.0           6.3117E+00              6.3117E+00
   903.0           6.3123E+00              6.3123E+00
   904.0           6.3130E+00              6.3129E+00
   905.0           6.3136E+00              6.3136E+00
   906.0           6.3143E+00              6.3142E+00
   907.0           6.3149E+00              6.3148E+00
   908.0           6.3155E+00              6.3155E+00
   909.0           6.3162E+00              6.3161E+00
   910.0           6.3168E+00              6.3168E+00
   911.0           6.3175E+00              6.3174E+00
   912.0           6.3181E+00              6.3181E+00
   913.0           6.3188E+00              6.3187E+00
   914.0           6.3194E+00              6.3193E+00
   915.0           6.3201E+00              6.3200E+00
   916.0           6.3207E+00              6.3206E+00
   917.0           6.3214E+00              6.3213E+00
   918.0           6.3220E+00              6.3220E+00
   919.0           6.3227E+00              6.3226E+00
   920.0           6.3233E+00              6.3233E+00
   921.0           6.3240E+00              6.3239E+00
   922.0           6.3246E+00              6.3246E+00
   923.0           6.3253E+00              6.3252E+00
   924.0           6.3259E+00              6.3259E+00
   925.0           6.3266E+00              6.3265E+00
   926.0           6.3273E+00              6.3272E+00
   927.0           6.3279E+00              6.3278E+00
   928.0           6.3286E+00              6.3285E+00
   929.0           6.3292E+00              6.3292E+00
   930.0           6.3299E+00              6.3298E+00
   931.0           6.3305E+00              6.3305E+00
   932.0           6.3312E+00              6.3311E+00
   933.0           6.3319E+00              6.3318E+00
   934.0           6.3325E+00              6.3325E+00
   935.0           6.3332E+00              6.3331E+00
   936.0           6.3339E+00              6.3338E+00
   937.0           6.3345E+00              6.3345E+00
   938.0           6.3352E+00              6.3351E+00
   939.0           6.3359E+00              6.3358E+00
   940.0           6.3365E+00              6.3364E+00
   941.0           6.3372E+00              6.3371E+00
   942.0           6.3379E+00              6.3378E+00
   943.0           6.3385E+00              6.3384E+00
   944.0           6.3392E+00              6.3391E+00
   945.0           6.3399E+00              6.3398E+00
   946.0           6.3405E+00              6.3405E+00
   947.0           6.3412E+00              6.3411E+00
   948.0           6.3418E+00              6.3418E+00
   949.0           6.3425E+00              6.3425E+00
   950.0           6.3432E+00              6.3431E+00
   951.0           6.3439E+00              6.3438E+00
   952.0           6.3445E+00              6.3445E+00
   953.0           6.3452E+00              6.3451E+00
   954.0           6.3459E+00              6.3458E+00
   955.0           6.3465E+00              6.3465E+00
   956.0           6.3472E+00              6.3471E+00
   957.0           6.3479E+00              6.3478E+00
   958.0           6.3486E+00              6.3485E+00
   959.0           6.3492E+00              6.3492E+00
   960.0           6.3499E+00              6.3498E+00
   961.0           6.3505E+00              6.3505E+00
   962.0           6.3512E+00              6.3512E+00
   963.0           6.3519E+00              6.3518E+00
   964.0           6.3526E+00              6.3525E+00
   965.0           6.3532E+00              6.3532E+00
   966.0           6.3539E+00              6.3538E+00
   967.0           6.3546E+00              6.3545E+00
   968.0           6.3552E+00              6.3552E+00
   969.0           6.3559E+00              6.3558E+00
   970.0           6.3566E+00              6.3565E+00
   971.0           6.3573E+00              6.3572E+00
   972.0           6.3579E+00              6.3579E+00
   973.0           6.3586E+00              6.3585E+00
   974.0           6.3593E+00              6.3592E+00
   975.0           6.3599E+00              6.3599E+00
   976.0           6.3606E+00              6.3605E+00
   977.0           6.3613E+00              6.3612E+00
   978.0           6.3619E+00              6.3619E+00
   979.0           6.3626E+00              6.3625E+00
   980.0           6.3633E+00              6.3632E+00
   981.0           6.3639E+00              6.3639E+00
   982.0           6.3646E+00              6.3645E+00
   983.0           6.3653E+00              6.3652E+00
   984.0           6.3659E+00              6.3659E+00
   985.0           6.3666E+00              6.3665E+00
   986.0           6.3673E+00              6.3672E+00
   987.0           6.3679E+00              6.3679E+00
   988.0           6.3686E+00              6.3685E+00
   989.0           6.3693E+00              6.3692E+00
   990.0           6.3699E+00              6.3699E+00
   991.0           6.3706E+00              6.3705E+00
   992.0           6.3713E+00              6.3712E+00
   993.0           6.3719E+00              6.3719E+00
   994.0           6.3726E+00              6.3725E+00
   995.0           6.3733E+00              6.3732E+00
   996.0           6.3739E+00              6.3739E+00
   997.0           6.3746E+00              6.3745E+00
   998.0           6.3752E+00              6.3752E+00
   999.0           6.3759E+00              6.3759E+00
  1000.0           6.3766E+00              6.3765E+00
  1001.0           6.3772E+00              6.3772E+00
  1002.0           6.3779E+00              6.3778E+00
  1003.0           6.3786E+00              6.3785E+00
  1004.0           6.3792E+00              6.3792E+00
  1005.0           6.3799E+00              6.3798E+00
  1006.0           6.3806E+00              6.3805E+00
  1007.0           6.3812E+00              6.3812E+00
  1008.0           6.3819E+00              6.3818E+00
  1009.0           6.3825E+00              6.3825E+00
  1010.0           6.3832E+00              6.3832E+00
  1011.0           6.3839E+00              6.3838E+00
  1012.0           6.3845E+00              6.3845E+00
  1013.0           6.3852E+00              6.3851E+00
  1014.0           6.3859E+00              6.3858E+00
  1015.0           6.3865E+00              6.3865E+00
  1016.0           6.3872E+00              6.3871E+00
  1017.0           6.3878E+00              6.3878E+00
  1018.0           6.3885E+00              6.3884E+00
  1019.0           6.3892E+00              6.3891E+00
  1020.0           6.3898E+00              6.3898E+00
  1021.0           6.3905E+00              6.3904E+00
  1022.0           6.3911E+00              6.3911E+00
  1023.0           6.3918E+00              6.3917E+00
  1024.0           6.3925E+00              6.3924E+00
  1025.0           6.3931E+00              6.3931E+00
  1026.0           6.3938E+00              6.3937E+00
  1027.0           6.3945E+00              6.3944E+00
  1028.0           6.3951E+00              6.3950E+00
  1029.0           6.3958E+00              6.3957E+00
  1030.0           6.3964E+00              6.3964E+00
  1031.0           6.3971E+00              6.3970E+00
  1032.0           6.3977E+00              6.3977E+00
  1033.0           6.3984E+00              6.3983E+00
  1034.0           6.3991E+00              6.3990E+00
  1035.0           6.3997E+00              6.3997E+00
  1036.0           6.4004E+00              6.4003E+00
  1037.0           6.4010E+00              6.4010E+00
  1038.0           6.4017E+00              6.4016E+00
  1039.0           6.4023E+00              6.4023E+00
  1040.0           6.4030E+00              6.4029E+00
  1041.0           6.4037E+00              6.4036E+00
  1042.0           6.4043E+00              6.4043E+00
  1043.0           6.4050E+00              6.4049E+00
  1044.0           6.4056E+00              6.4056E+00
  1045.0           6.4063E+00              6.4062E+00
  1046.0           6.4069E+00              6.4069E+00
  1047.0           6.4076E+00              6.4075E+00
  1048.0           6.4083E+00              6.4082E+00
  1049.0           6.4089E+00              6.4088E+00
  1050.0           6.4096E+00              6.4095E+00
  1051.0           6.4102E+00              6.4102E+00
  1052.0           6.4109E+00              6.4108E+00
  1053.0           6.4115E+00              6.4115E+00
  1054.0           6.4122E+00              6.4121E+00
  1055.0           6.4128E+00              6.4128E+00
  1056.0           6.4135E+00              6.4134E+00
  1057.0           6.4141E+00              6.4141E+00
  1058.0           6.4148E+00              6.4147E+00
  1059.0           6.4154E+00              6.4154E+00
  1060.0           6.4161E+00              6.4160E+00
  1061.0           6.4168E+00              6.4167E+00
  1062.0           6.4174E+00              6.4173E+00
  1063.0           6.4181E+00              6.4180E+00
  1064.0           6.4187E+00              6.4187E+00
  1065.0           6.4194E+00              6.4193E+00
  1066.0           6.4200E+00              6.4200E+00
  1067.0           6.4207E+00              6.4206E+00
  1068.0           6.4213E+00              6.4213E+00
  1069.0           6.4220E+00              6.4219E+00
  1070.0           6.4226E+00              6.4226E+00
  1071.0           6.4233E+00              6.4232E+00
  1072.0           6.4239E+00              6.4239E+00
  1073.0           6.4246E+00              6.4245E+00
  1074.0           6.4252E+00              6.4252E+00
  1075.0           6.4259E+00              6.4258E+00
  1076.0           6.4265E+00              6.4265E+00
  1077.0           6.4272E+00              6.4271E+00
  1078.0           6.4278E+00              6.4278E+00
  1079.0           6.4285E+00              6.4284E+00
  1080.0           6.4291E+00              6.4291E+00
  1081.0           6.4298E+00              6.4297E+00
  1082.0           6.4304E+00              6.4304E+00
  1083.0           6.4311E+00              6.4310E+00
  1084.0           6.4317E+00              6.4317E+00
  1085.0           6.4324E+00              6.4323E+00
  1086.0           6.4330E+00              6.4330E+00
  1087.0           6.4337E+00              6.4336E+00
  1088.0           6.4343E+00              6.4343E+00
  1089.0           6.4350E+00              6.4349E+00
  1090.0           6.4356E+00              6.4356E+00
  1091.0           6.4363E+00              6.4362E+00
  1092.0           6.4369E+00              6.4369E+00
  1093.0           6.4376E+00              6.4375E+00
  1094.0           6.4382E+00              6.4381E+00
  1095.0           6.4388E+00              6.4388E+00
  1096.0           6.4395E+00              6.4394E+00
  1097.0           6.4401E+00              6.4401E+00
  1098.0           6.4408E+00              6.4407E+00
  1099.0           6.4414E+00              6.4414E+00
  1100.0           6.4421E+00              6.4420E+00
  1101.0           6.4427E+00              6.4427E+00
  1102.0           6.4434E+00              6.4433E+00
  1103.0           6.4440E+00              6.4440E+00
  1104.0           6.4446E+00              6.4446E+00
  1105.0           6.4453E+00              6.4452E+00
  1106.0           6.4459E+00              6.4459E+00
  1107.0           6.4466E+00              6.4465E+00
  1108.0           6.4472E+00              6.4472E+00
  1109.0           6.4479E+00              6.4478E+00
  1110.0           6.4485E+00              6.4485E+00
  1111.0           6.4492E+00              6.4491E+00
  1112.0           6.4498E+00              6.4497E+00
  1113.0           6.4504E+00              6.4504E+00
  1114.0           6.4511E+00              6.4510E+00
  1115.0           6.4517E+00              6.4517E+00
  1116.0           6.4524E+00              6.4523E+00
  1117.0           6.4530E+00              6.4530E+00
  1118.0           6.4537E+00              6.4536E+00
  1119.0           6.4543E+00              6.4542E+00
  1120.0           6.4549E+00              6.4549E+00
  1121.0           6.4556E+00              6.4555E+00
  1122.0           6.4562E+00              6.4562E+00
  1123.0           6.4569E+00              6.4568E+00
  1124.0           6.4575E+00              6.4575E+00
  1125.0           6.4581E+00              6.4581E+00
  1126.0           6.4588E+00              6.4587E+00
  1127.0           6.4594E+00              6.4594E+00
  1128.0           6.4601E+00              6.4600E+00
  1129.0           6.4607E+00              6.4606E+00
  1130.0           6.4613E+00              6.4613E+00
  1131.0           6.4620E+00              6.4619E+00
  1132.0           6.4626E+00              6.4626E+00
  1133.0           6.4633E+00              6.4632E+00
  1134.0           6.4639E+00              6.4638E+00
  1135.0           6.4645E+00              6.4645E+00
  1136.0           6.4652E+00              6.4651E+00
  1137.0           6.4658E+00              6.4658E+00
  1138.0           6.4665E+00              6.4664E+00
  1139.0           6.4671E+00              6.4670E+00
  1140.0           6.4677E+00              6.4677E+00
  1141.0           6.4684E+00              6.4683E+00
  1142.0           6.4690E+00              6.4689E+00
  1143.0           6.4696E+00              6.4696E+00
  1144.0           6.4703E+00              6.4702E+00
  1145.0           6.4709E+00              6.4709E+00
  1146.0           6.4715E+00              6.4715E+00
  1147.0           6.4722E+00              6.4721E+00
  1148.0           6.4728E+00              6.4728E+00
  1149.0           6.4734E+00              6.4734E+00
  1150.0           6.4741E+00              6.4740E+00
  1151.0           6.4747E+00              6.4747E+00
  1152.0           6.4753E+00              6.4753E+00
  1153.0           6.4760E+00              6.4759E+00
  1154.0           6.4766E+00              6.4766E+00
  1155.0           6.4772E+00              6.4772E+00
  1156.0           6.4779E+00              6.4778E+00
  1157.0           6.4785E+00              6.4785E+00
  1158.0           6.4792E+00              6.4791E+00
  1159.0           6.4798E+00              6.4797E+00
  1160.0           6.4804E+00              6.4804E+00
  1161.0           6.4811E+00              6.4810E+00
  1162.0           6.4817E+00              6.4816E+00
  1163.0           6.4823E+00              6.4823E+00
  1164.0           6.4829E+00              6.4829E+00
  1165.0           6.4836E+00              6.4835E+00
  1166.0           6.4842E+00              6.4842E+00
  1167.0           6.4848E+00              6.4848E+00
  1168.0           6.4855E+00              6.4854E+00
  1169.0           6.4861E+00              6.4860E+00
  1170.0           6.4867E+00              6.4867E+00
  1171.0           6.4874E+00              6.4873E+00
  1172.0           6.4880E+00              6.4879E+00
  1173.0           6.4886E+00              6.4886E+00
  1174.0           6.4893E+00              6.4892E+00
  1175.0           6.4899E+00              6.4898E+00
  1176.0           6.4905E+00              6.4904E+00
  1177.0           6.4911E+00              6.4911E+00
  1178.0           6.4918E+00              6.4917E+00
  1179.0           6.4924E+00              6.4923E+00
  1180.0           6.4930E+00              6.4930E+00
  1181.0           6.4936E+00              6.4936E+00
  1182.0           6.4943E+00              6.4942E+00
  1183.0           6.4949E+00              6.4949E+00
  1184.0           6.4955E+00              6.4955E+00
  1185.0           6.4962E+00              6.4961E+00
  1186.0           6.4968E+00              6.4967E+00
  1187.0           6.4974E+00              6.4974E+00
  1188.0           6.4980E+00              6.4980E+00
  1189.0           6.4987E+00              6.4986E+00
  1190.0           6.4993E+00              6.4992E+00
  1191.0           6.4999E+00              6.4999E+00
  1192.0           6.5005E+00              6.5005E+00
  1193.0           6.5012E+00              6.5011E+00
  1194.0           6.5018E+00              6.5017E+00
  1195.0           6.5024E+00              6.5024E+00
  1196.0           6.5030E+00              6.5030E+00
  1197.0           6.5037E+00              6.5036E+00
  1198.0           6.5043E+00              6.5042E+00
  1199.0           6.5049E+00              6.5049E+00
  1200.0           6.5055E+00              6.5055E+00
  1201.0           6.5062E+00              6.5061E+00
  1202.0           6.5068E+00              6.5067E+00
  1203.0           6.5074E+00              6.5073E+00
  1204.0           6.5080E+00              6.5080E+00
  1205.0           6.5086E+00              6.5086E+00
  1206.0           6.5093E+00              6.5092E+00
  1207.0           6.5099E+00              6.5098E+00
  1208.0           6.5105E+00              6.5105E+00
  1209.0           6.5111E+00              6.5111E+00
  1210.0           6.5118E+00              6.5117E+00
  1211.0           6.5124E+00              6.5123E+00
  1212.0           6.5130E+00              6.5129E+00
  1213.0           6.5136E+00              6.5136E+00
  1214.0           6.5142E+00              6.5142E+00
  1215.0           6.5149E+00              6.5148E+00
  1216.0           6.5155E+00              6.5154E+00
  1217.0           6.5161E+00              6.5160E+00
  1218.0           6.5167E+00              6.5167E+00
  1219.0           6.5173E+00              6.5173E+00
  1220.0           6.5180E+00              6.5179E+00
  1221.0           6.5186E+00              6.5185E+00
  1222.0           6.5192E+00              6.5191E+00
  1223.0           6.5198E+00              6.5197E+00
  1224.0           6.5204E+00              6.5204E+00
  1225.0           6.5210E+00              6.5210E+00
  1226.0           6.5217E+00              6.5216E+00
  1227.0           6.5223E+00              6.5222E+00
  1228.0           6.5229E+00              6.5228E+00
  1229.0           6.5235E+00              6.5235E+00
  1230.0           6.5241E+00              6.5241E+00
  1231.0           6.5247E+00              6.5247E+00
  1232.0           6.5254E+00              6.5253E+00
  1233.0           6.5260E+00              6.5259E+00
  1234.0           6.5266E+00              6.5265E+00
  1235.0           6.5272E+00              6.5271E+00
  1236.0           6.5278E+00              6.5278E+00
  1237.0           6.5284E+00              6.5284E+00
  1238.0           6.5290E+00              6.5290E+00
  1239.0           6.5297E+00              6.5296E+00
  1240.0           6.5303E+00              6.5302E+00
  1241.0           6.5309E+00              6.5308E+00
  1242.0           6.5315E+00              6.5314E+00
  1243.0           6.5321E+00              6.5321E+00
  1244.0           6.5327E+00              6.5327E+00
  1245.0           6.5333E+00              6.5333E+00
  1246.0           6.5340E+00              6.5339E+00
  1247.0           6.5346E+00              6.5345E+00
  1248.0           6.5352E+00              6.5351E+00
  1249.0           6.5358E+00              6.5357E+00
  1250.0           6.5364E+00              6.5363E+00
  1251.0           6.5370E+00              6.5370E+00
  1252.0           6.5376E+00              6.5376E+00
  1253.0           6.5382E+00              6.5382E+00
  1254.0           6.5388E+00              6.5388E+00
  1255.0           6.5394E+00              6.5394E+00
  1256.0           6.5401E+00              6.5400E+00
  1257.0           6.5407E+00              6.5406E+00
  1258.0           6.5413E+00              6.5412E+00
  1259.0           6.5419E+00              6.5418E+00
  1260.0           6.5425E+00              6.5424E+00
  1261.0           6.5431E+00              6.5430E+00
  1262.0           6.5437E+00              6.5437E+00
  1263.0           6.5443E+00              6.5443E+00
  1264.0           6.5449E+00              6.5449E+00
  1265.0           6.5455E+00              6.5455E+00
  1266.0           6.5461E+00              6.5461E+00
  1267.0           6.5467E+00              6.5467E+00
  1268.0           6.5473E+00              6.5473E+00
  1269.0           6.5480E+00              6.5479E+00
  1270.0           6.5486E+00              6.5485E+00
  1271.0           6.5492E+00              6.5491E+00
  1272.0           6.5498E+00              6.5497E+00
  1273.0           6.5504E+00              6.5503E+00
  1274.0           6.5510E+00              6.5509E+00
  1275.0           6.5516E+00              6.5515E+00
  1276.0           6.5522E+00              6.5521E+00
  1277.0           6.5528E+00              6.5527E+00
  1278.0           6.5534E+00              6.5533E+00
  1279.0           6.5540E+00              6.5539E+00
  1280.0           6.5546E+00              6.5546E+00
  1281.0           6.5552E+00              6.5552E+00
  1282.0           6.5558E+00              6.5558E+00
  1283.0           6.5564E+00              6.5564E+00
  1284.0           6.5570E+00              6.5570E+00
  1285.0           6.5576E+00              6.5576E+00
  1286.0           6.5582E+00              6.5582E+00
  1287.0           6.5588E+00              6.5588E+00
  1288.0           6.5594E+00              6.5594E+00
  1289.0           6.5600E+00              6.5600E+00
  1290.0           6.5606E+00              6.5606E+00
  1291.0           6.5612E+00              6.5612E+00
  1292.0           6.5618E+00              6.5618E+00
  1293.0           6.5624E+00              6.5624E+00
  1294.0           6.5630E+00              6.5630E+00
  1295.0           6.5636E+00              6.5636E+00
  1296.0           6.5642E+00              6.5642E+00
  1297.0           6.5648E+00              6.5648E+00
  1298.0           6.5654E+00              6.5654E+00
  1299.0           6.5660E+00              6.5660E+00
  1300.0           6.5666E+00              6.5666E+00
  1301.0           6.5672E+00              6.5672E+00
  1302.0           6.5678E+00              6.5678E+00
  1303.0           6.5684E+00              6.5684E+00
